"cohort","sig","loss","n_genes","n_removed","frac_retained","cindex","drift"
"SCANB","MammaPrint","random",39,25,0.359,0.6144,0.0094
"SCANB","MammaPrint","weight",39,26,0.333,0.605,0.0188
"SCANB","MammaPrint","lowexpr",39,26,0.333,0.6257,-0.0019
"SCANB","MammaPrint","random",39,26,0.333,0.6166,0.0072
"SCANB","MammaPrint","weight",39,27,0.308,0.609,0.0148
"SCANB","MammaPrint","lowexpr",39,27,0.308,0.6279,-0.0041
"SCANB","MammaPrint","random",39,27,0.308,0.6176,0.0063
"SCANB","MammaPrint","weight",39,28,0.282,0.6032,0.0206
"SCANB","MammaPrint","lowexpr",39,28,0.282,0.6299,-0.0061
"SCANB","MammaPrint","random",39,28,0.282,0.6161,0.0077
"SCANB","MammaPrint","weight",39,29,0.256,0.603,0.0209
"SCANB","MammaPrint","lowexpr",39,29,0.256,0.6333,-0.0094
"SCANB","MammaPrint","random",39,29,0.256,0.6144,0.0094
"SCANB","MammaPrint","weight",39,30,0.231,0.6009,0.0229
"SCANB","MammaPrint","lowexpr",39,30,0.231,0.6388,-0.0149
"SCANB","MammaPrint","random",39,30,0.231,0.6124,0.0114
"SCANB","MammaPrint","weight",39,31,0.205,0.603,0.0208
"SCANB","MammaPrint","lowexpr",39,31,0.205,0.6282,-0.0044
"SCANB","MammaPrint","random",39,31,0.205,0.6155,0.0084
"SCANB","MammaPrint","weight",39,32,0.179,0.6014,0.0224
"SCANB","MammaPrint","lowexpr",39,32,0.179,0.6157,0.0081
"SCANB","MammaPrint","random",39,32,0.179,0.6089,0.0149
"SCANB","MammaPrint","weight",39,33,0.154,0.5962,0.0276
"SCANB","MammaPrint","lowexpr",39,33,0.154,0.6135,0.0103
"SCANB","MammaPrint","random",39,33,0.154,0.602,0.0218
"SCANB","MammaPrint","weight",39,34,0.128,0.5952,0.0286
"SCANB","MammaPrint","lowexpr",39,34,0.128,0.6148,0.009
"SCANB","MammaPrint","random",39,34,0.128,0.604,0.0198
"SCANB","MammaPrint","weight",39,35,0.103,0.601,0.0228
"SCANB","MammaPrint","lowexpr",39,35,0.103,0.5909,0.0329
"SCANB","MammaPrint","random",39,35,0.103,0.6034,0.0204
"SCANB","MammaPrint","weight",39,36,0.077,0.6015,0.0223
"SCANB","MammaPrint","lowexpr",39,36,0.077,0.5655,0.0584
"SCANB","MammaPrint","random",39,36,0.077,0.595,0.0289
"TCGA_BRCA","CorePAM","full",23,0,1,0.6238,0
"TCGA_BRCA","CorePAM","weight",23,1,0.957,0.6172,0.0066
"TCGA_BRCA","CorePAM","lowexpr",23,1,0.957,0.6235,2e-04
"TCGA_BRCA","CorePAM","random",23,1,0.957,0.6214,0.0023
"TCGA_BRCA","CorePAM","weight",23,2,0.913,0.6313,-0.0075
"TCGA_BRCA","CorePAM","lowexpr",23,2,0.913,0.624,-2e-04
"TCGA_BRCA","CorePAM","random",23,2,0.913,0.6178,0.0059
"TCGA_BRCA","CorePAM","weight",23,3,0.87,0.6135,0.0103
"TCGA_BRCA","CorePAM","lowexpr",23,3,0.87,0.6226,0.0011
"TCGA_BRCA","CorePAM","random",23,3,0.87,0.6143,0.0095
"TCGA_BRCA","CorePAM","weight",23,4,0.826,0.6166,0.0072
"TCGA_BRCA","CorePAM","lowexpr",23,4,0.826,0.6117,0.012
"TCGA_BRCA","CorePAM","random",23,4,0.826,0.6122,0.0116
"TCGA_BRCA","CorePAM","weight",23,5,0.783,0.6089,0.0148
"TCGA_BRCA","CorePAM","lowexpr",23,5,0.783,0.5881,0.0357
"TCGA_BRCA","CorePAM","random",23,5,0.783,0.6114,0.0124
"TCGA_BRCA","CorePAM","weight",23,6,0.739,0.6108,0.013
"TCGA_BRCA","CorePAM","lowexpr",23,6,0.739,0.5832,0.0406
"TCGA_BRCA","CorePAM","random",23,6,0.739,0.6045,0.0193
"TCGA_BRCA","CorePAM","weight",23,7,0.696,0.6209,0.0029
"TCGA_BRCA","CorePAM","lowexpr",23,7,0.696,0.5777,0.046
"TCGA_BRCA","CorePAM","random",23,7,0.696,0.6054,0.0184
"TCGA_BRCA","CorePAM","weight",23,8,0.652,0.6007,0.0231
"TCGA_BRCA","CorePAM","lowexpr",23,8,0.652,0.5738,0.05
"TCGA_BRCA","CorePAM","random",23,8,0.652,0.6,0.0238
"TCGA_BRCA","CorePAM","weight",23,9,0.609,0.6038,0.02
"TCGA_BRCA","CorePAM","lowexpr",23,9,0.609,0.5746,0.0491
"TCGA_BRCA","CorePAM","random",23,9,0.609,0.5987,0.0251
"TCGA_BRCA","CorePAM","weight",23,10,0.565,0.5969,0.0269
"TCGA_BRCA","CorePAM","lowexpr",23,10,0.565,0.5906,0.0332
"TCGA_BRCA","CorePAM","random",23,10,0.565,0.5946,0.0292
"TCGA_BRCA","CorePAM","weight",23,11,0.522,0.5732,0.0505
"TCGA_BRCA","CorePAM","lowexpr",23,11,0.522,0.5702,0.0535
"TCGA_BRCA","CorePAM","random",23,11,0.522,0.5899,0.0339
"TCGA_BRCA","CorePAM","weight",23,12,0.478,0.5766,0.0471
"TCGA_BRCA","CorePAM","lowexpr",23,12,0.478,0.5735,0.0503
"TCGA_BRCA","CorePAM","random",23,12,0.478,0.5829,0.0408
"TCGA_BRCA","CorePAM","weight",23,13,0.435,0.6108,0.0129
"TCGA_BRCA","CorePAM","lowexpr",23,13,0.435,0.5622,0.0616
"TCGA_BRCA","CorePAM","random",23,13,0.435,0.5802,0.0436
"TCGA_BRCA","CorePAM","weight",23,14,0.391,0.6068,0.017
"TCGA_BRCA","CorePAM","lowexpr",23,14,0.391,0.5527,0.0711
"TCGA_BRCA","CorePAM","random",23,14,0.391,0.5746,0.0491
"TCGA_BRCA","CorePAM","weight",23,15,0.348,0.6043,0.0195
"TCGA_BRCA","CorePAM","lowexpr",23,15,0.348,0.5707,0.0531
"TCGA_BRCA","CorePAM","random",23,15,0.348,0.5689,0.0549
"TCGA_BRCA","CorePAM","weight",23,16,0.304,0.5854,0.0384
"TCGA_BRCA","CorePAM","lowexpr",23,16,0.304,0.5516,0.0722
"TCGA_BRCA","CorePAM","random",23,16,0.304,0.5665,0.0573
"TCGA_BRCA","CorePAM","weight",23,17,0.261,0.5614,0.0624
"TCGA_BRCA","CorePAM","lowexpr",23,17,0.261,0.545,0.0788
"TCGA_BRCA","CorePAM","random",23,17,0.261,0.5588,0.065
"TCGA_BRCA","CorePAM","weight",23,18,0.217,0.5571,0.0666
"TCGA_BRCA","CorePAM","lowexpr",23,18,0.217,0.4943,0.1294
"TCGA_BRCA","CorePAM","random",23,18,0.217,0.5565,0.0673
"TCGA_BRCA","CorePAM","weight",23,19,0.174,0.5443,0.0794
"TCGA_BRCA","CorePAM","lowexpr",23,19,0.174,0.4846,0.1392
"TCGA_BRCA","CorePAM","random",23,19,0.174,0.5559,0.0678
"TCGA_BRCA","CorePAM","weight",23,20,0.13,0.5108,0.1129
"TCGA_BRCA","CorePAM","lowexpr",23,20,0.13,0.4738,0.1499
"TCGA_BRCA","CorePAM","random",23,20,0.13,0.5473,0.0765
"TCGA_BRCA","OncotypeDX","full",13,0,1,0.5436,0
"TCGA_BRCA","OncotypeDX","weight",13,1,0.923,0.5375,0.0061
"TCGA_BRCA","OncotypeDX","lowexpr",13,1,0.923,0.5364,0.0073
"TCGA_BRCA","OncotypeDX","random",13,1,0.923,0.54,0.0036
"TCGA_BRCA","OncotypeDX","weight",13,2,0.846,0.5364,0.0073
"TCGA_BRCA","OncotypeDX","lowexpr",13,2,0.846,0.5469,-0.0033
"TCGA_BRCA","OncotypeDX","random",13,2,0.846,0.5424,0.0013
"TCGA_BRCA","OncotypeDX","weight",13,3,0.769,0.5243,0.0193
"TCGA_BRCA","OncotypeDX","lowexpr",13,3,0.769,0.5464,-0.0028
"TCGA_BRCA","OncotypeDX","random",13,3,0.769,0.544,-3e-04
"TCGA_BRCA","OncotypeDX","weight",13,4,0.692,0.5067,0.0369
"TCGA_BRCA","OncotypeDX","lowexpr",13,4,0.692,0.5369,0.0067
"TCGA_BRCA","OncotypeDX","random",13,4,0.692,0.5357,0.0079
"TCGA_BRCA","OncotypeDX","weight",13,5,0.615,0.4415,0.1022
"TCGA_BRCA","OncotypeDX","lowexpr",13,5,0.615,0.5253,0.0183
"TCGA_BRCA","OncotypeDX","random",13,5,0.615,0.5355,0.0081
"TCGA_BRCA","OncotypeDX","weight",13,6,0.538,0.4112,0.1325
"TCGA_BRCA","OncotypeDX","lowexpr",13,6,0.538,0.4713,0.0723
"TCGA_BRCA","OncotypeDX","random",13,6,0.538,0.5318,0.0118
"TCGA_BRCA","OncotypeDX","weight",13,7,0.462,0.422,0.1216
"TCGA_BRCA","OncotypeDX","lowexpr",13,7,0.462,0.5029,0.0407
"TCGA_BRCA","OncotypeDX","random",13,7,0.462,0.5298,0.0138
"TCGA_BRCA","OncotypeDX","weight",13,8,0.385,0.4594,0.0842
"TCGA_BRCA","OncotypeDX","lowexpr",13,8,0.385,0.4594,0.0842
"TCGA_BRCA","OncotypeDX","random",13,8,0.385,0.5379,0.0057
"TCGA_BRCA","OncotypeDX","weight",13,9,0.308,0.5136,0.03
"TCGA_BRCA","OncotypeDX","lowexpr",13,9,0.308,0.4358,0.1079
"TCGA_BRCA","OncotypeDX","random",13,9,0.308,0.512,0.0316
"TCGA_BRCA","OncotypeDX","weight",13,10,0.231,0.4925,0.0512
"TCGA_BRCA","OncotypeDX","lowexpr",13,10,0.231,0.4925,0.0512
"TCGA_BRCA","OncotypeDX","random",13,10,0.231,0.5248,0.0188
"TCGA_BRCA","GGI","full",82,0,1,0.5647,0
"TCGA_BRCA","GGI","weight",82,1,0.988,0.5645,2e-04
"TCGA_BRCA","GGI","lowexpr",82,1,0.988,0.5644,3e-04
"TCGA_BRCA","GGI","random",82,1,0.988,0.5646,1e-04
"TCGA_BRCA","GGI","weight",82,2,0.976,0.5641,6e-04
"TCGA_BRCA","GGI","lowexpr",82,2,0.976,0.5643,4e-04
"TCGA_BRCA","GGI","random",82,2,0.976,0.5648,-1e-04
"TCGA_BRCA","GGI","weight",82,3,0.963,0.5638,9e-04
"TCGA_BRCA","GGI","lowexpr",82,3,0.963,0.5641,6e-04
"TCGA_BRCA","GGI","random",82,3,0.963,0.5649,-2e-04
"TCGA_BRCA","GGI","weight",82,4,0.951,0.564,7e-04
"TCGA_BRCA","GGI","lowexpr",82,4,0.951,0.5643,4e-04
"TCGA_BRCA","GGI","random",82,4,0.951,0.5647,0
"TCGA_BRCA","GGI","weight",82,5,0.939,0.5642,5e-04
"TCGA_BRCA","GGI","lowexpr",82,5,0.939,0.5643,4e-04
"TCGA_BRCA","GGI","random",82,5,0.939,0.5645,1e-04
"TCGA_BRCA","GGI","weight",82,6,0.927,0.5644,3e-04
"TCGA_BRCA","GGI","lowexpr",82,6,0.927,0.5647,0
"TCGA_BRCA","GGI","random",82,6,0.927,0.5647,0
"TCGA_BRCA","GGI","weight",82,7,0.915,0.564,7e-04
"TCGA_BRCA","GGI","lowexpr",82,7,0.915,0.5652,-5e-04
"TCGA_BRCA","GGI","random",82,7,0.915,0.5645,2e-04
"TCGA_BRCA","GGI","weight",82,8,0.902,0.5645,2e-04
"TCGA_BRCA","GGI","lowexpr",82,8,0.902,0.5656,-9e-04
"TCGA_BRCA","GGI","random",82,8,0.902,0.5653,-6e-04
"TCGA_BRCA","GGI","weight",82,9,0.89,0.5644,3e-04
"TCGA_BRCA","GGI","lowexpr",82,9,0.89,0.5662,-0.0015
"TCGA_BRCA","GGI","random",82,9,0.89,0.5648,-1e-04
"TCGA_BRCA","GGI","weight",82,10,0.878,0.5642,5e-04
"TCGA_BRCA","GGI","lowexpr",82,10,0.878,0.5664,-0.0017
"TCGA_BRCA","GGI","random",82,10,0.878,0.5649,-2e-04
"TCGA_BRCA","GGI","weight",82,11,0.866,0.5642,5e-04
"TCGA_BRCA","GGI","lowexpr",82,11,0.866,0.5668,-0.0021
"TCGA_BRCA","GGI","random",82,11,0.866,0.5654,-7e-04
"TCGA_BRCA","GGI","weight",82,12,0.854,0.5641,6e-04
"TCGA_BRCA","GGI","lowexpr",82,12,0.854,0.5669,-0.0022
"TCGA_BRCA","GGI","random",82,12,0.854,0.5651,-4e-04
"TCGA_BRCA","GGI","weight",82,13,0.841,0.5643,4e-04
"TCGA_BRCA","GGI","lowexpr",82,13,0.841,0.5669,-0.0022
"TCGA_BRCA","GGI","random",82,13,0.841,0.5648,-1e-04
"TCGA_BRCA","GGI","weight",82,14,0.829,0.5638,9e-04
"TCGA_BRCA","GGI","lowexpr",82,14,0.829,0.5678,-0.0031
"TCGA_BRCA","GGI","random",82,14,0.829,0.5646,1e-04
"TCGA_BRCA","GGI","weight",82,15,0.817,0.5646,1e-04
"TCGA_BRCA","GGI","lowexpr",82,15,0.817,0.5681,-0.0034
"TCGA_BRCA","GGI","random",82,15,0.817,0.5649,-2e-04
"TCGA_BRCA","GGI","weight",82,16,0.805,0.5642,5e-04
"TCGA_BRCA","GGI","lowexpr",82,16,0.805,0.5683,-0.0036
"TCGA_BRCA","GGI","random",82,16,0.805,0.5651,-4e-04
"TCGA_BRCA","GGI","weight",82,17,0.793,0.5647,0
"TCGA_BRCA","GGI","lowexpr",82,17,0.793,0.5686,-0.0039
"TCGA_BRCA","GGI","random",82,17,0.793,0.5648,-2e-04
"TCGA_BRCA","GGI","weight",82,18,0.78,0.5644,3e-04
"TCGA_BRCA","GGI","lowexpr",82,18,0.78,0.5691,-0.0044
"TCGA_BRCA","GGI","random",82,18,0.78,0.565,-3e-04
"TCGA_BRCA","GGI","weight",82,19,0.768,0.5628,0.0019
"TCGA_BRCA","GGI","lowexpr",82,19,0.768,0.5689,-0.0042
"TCGA_BRCA","GGI","random",82,19,0.768,0.565,-3e-04
"TCGA_BRCA","GGI","weight",82,20,0.756,0.5632,0.0015
"TCGA_BRCA","GGI","lowexpr",82,20,0.756,0.5689,-0.0042
"TCGA_BRCA","GGI","random",82,20,0.756,0.5645,2e-04
"TCGA_BRCA","GGI","weight",82,21,0.744,0.5625,0.0022
"TCGA_BRCA","GGI","lowexpr",82,21,0.744,0.5692,-0.0046
"TCGA_BRCA","GGI","random",82,21,0.744,0.5648,-1e-04
"TCGA_BRCA","GGI","weight",82,22,0.732,0.5626,0.0021
"TCGA_BRCA","GGI","lowexpr",82,22,0.732,0.5695,-0.0048
"TCGA_BRCA","GGI","random",82,22,0.732,0.5645,2e-04
"TCGA_BRCA","GGI","weight",82,23,0.72,0.5622,0.0025
"TCGA_BRCA","GGI","lowexpr",82,23,0.72,0.5684,-0.0037
"TCGA_BRCA","GGI","random",82,23,0.72,0.5648,-1e-04
"TCGA_BRCA","GGI","weight",82,24,0.707,0.563,0.0017
"TCGA_BRCA","GGI","lowexpr",82,24,0.707,0.5677,-0.003
"TCGA_BRCA","GGI","random",82,24,0.707,0.5647,0
"TCGA_BRCA","GGI","weight",82,25,0.695,0.5633,0.0014
"TCGA_BRCA","GGI","lowexpr",82,25,0.695,0.5675,-0.0028
"TCGA_BRCA","GGI","random",82,25,0.695,0.5656,-9e-04
"TCGA_BRCA","GGI","weight",82,26,0.683,0.5639,7e-04
"TCGA_BRCA","GGI","lowexpr",82,26,0.683,0.5678,-0.0031
"TCGA_BRCA","GGI","random",82,26,0.683,0.5641,6e-04
"TCGA_BRCA","GGI","weight",82,27,0.671,0.5642,5e-04
"TCGA_BRCA","GGI","lowexpr",82,27,0.671,0.5685,-0.0038
"TCGA_BRCA","GGI","random",82,27,0.671,0.5651,-5e-04
"TCGA_BRCA","GGI","weight",82,28,0.659,0.5646,0
"TCGA_BRCA","GGI","lowexpr",82,28,0.659,0.5687,-0.004
"TCGA_BRCA","GGI","random",82,28,0.659,0.5646,1e-04
"TCGA_BRCA","GGI","weight",82,29,0.646,0.565,-3e-04
"TCGA_BRCA","GGI","lowexpr",82,29,0.646,0.5688,-0.0041
"TCGA_BRCA","GGI","random",82,29,0.646,0.5642,5e-04
"TCGA_BRCA","GGI","weight",82,30,0.634,0.5632,0.0015
"TCGA_BRCA","GGI","lowexpr",82,30,0.634,0.5689,-0.0042
"TCGA_BRCA","GGI","random",82,30,0.634,0.5647,0
"TCGA_BRCA","GGI","weight",82,31,0.622,0.5632,0.0015
"TCGA_BRCA","GGI","lowexpr",82,31,0.622,0.5693,-0.0046
"TCGA_BRCA","GGI","random",82,31,0.622,0.566,-0.0013
"TCGA_BRCA","GGI","weight",82,32,0.61,0.5641,6e-04
"TCGA_BRCA","GGI","lowexpr",82,32,0.61,0.569,-0.0043
"TCGA_BRCA","GGI","random",82,32,0.61,0.565,-3e-04
"TCGA_BRCA","GGI","weight",82,33,0.598,0.5641,6e-04
"TCGA_BRCA","GGI","lowexpr",82,33,0.598,0.5694,-0.0047
"TCGA_BRCA","GGI","random",82,33,0.598,0.5649,-2e-04
"TCGA_BRCA","GGI","weight",82,34,0.585,0.5646,0
"TCGA_BRCA","GGI","lowexpr",82,34,0.585,0.5699,-0.0052
"TCGA_BRCA","GGI","random",82,34,0.585,0.5642,5e-04
"TCGA_BRCA","GGI","weight",82,35,0.573,0.5647,0
"TCGA_BRCA","GGI","lowexpr",82,35,0.573,0.5692,-0.0045
"TCGA_BRCA","GGI","random",82,35,0.573,0.5649,-2e-04
"TCGA_BRCA","GGI","weight",82,36,0.561,0.5652,-5e-04
"TCGA_BRCA","GGI","lowexpr",82,36,0.561,0.569,-0.0043
"TCGA_BRCA","GGI","random",82,36,0.561,0.5648,-1e-04
"TCGA_BRCA","GGI","weight",82,37,0.549,0.5658,-0.0011
"TCGA_BRCA","GGI","lowexpr",82,37,0.549,0.5685,-0.0038
"TCGA_BRCA","GGI","random",82,37,0.549,0.5637,0.001
"TCGA_BRCA","GGI","weight",82,38,0.537,0.5667,-0.002
"TCGA_BRCA","GGI","lowexpr",82,38,0.537,0.5687,-0.0041
"TCGA_BRCA","GGI","random",82,38,0.537,0.5646,0
"TCGA_BRCA","GGI","weight",82,39,0.524,0.5669,-0.0022
"TCGA_BRCA","GGI","lowexpr",82,39,0.524,0.5688,-0.0042
"TCGA_BRCA","GGI","random",82,39,0.524,0.5659,-0.0012
"TCGA_BRCA","GGI","weight",82,40,0.512,0.5672,-0.0025
"TCGA_BRCA","GGI","lowexpr",82,40,0.512,0.5693,-0.0046
"TCGA_BRCA","GGI","random",82,40,0.512,0.5652,-5e-04
"TCGA_BRCA","GGI","weight",82,41,0.5,0.5678,-0.0031
"TCGA_BRCA","GGI","lowexpr",82,41,0.5,0.5694,-0.0047
"TCGA_BRCA","GGI","random",82,41,0.5,0.5643,4e-04
"TCGA_BRCA","GGI","weight",82,42,0.488,0.5666,-0.0019
"TCGA_BRCA","GGI","lowexpr",82,42,0.488,0.57,-0.0053
"TCGA_BRCA","GGI","random",82,42,0.488,0.5651,-4e-04
"TCGA_BRCA","GGI","weight",82,43,0.476,0.5669,-0.0022
"TCGA_BRCA","GGI","lowexpr",82,43,0.476,0.5701,-0.0054
"TCGA_BRCA","GGI","random",82,43,0.476,0.5653,-6e-04
"TCGA_BRCA","GGI","weight",82,44,0.463,0.5668,-0.0021
"TCGA_BRCA","GGI","lowexpr",82,44,0.463,0.5704,-0.0057
"TCGA_BRCA","GGI","random",82,44,0.463,0.5652,-5e-04
"TCGA_BRCA","GGI","weight",82,45,0.451,0.5669,-0.0022
"TCGA_BRCA","GGI","lowexpr",82,45,0.451,0.5703,-0.0056
"TCGA_BRCA","GGI","random",82,45,0.451,0.5663,-0.0016
"TCGA_BRCA","GGI","weight",82,46,0.439,0.5675,-0.0028
"TCGA_BRCA","GGI","lowexpr",82,46,0.439,0.5712,-0.0065
"TCGA_BRCA","GGI","random",82,46,0.439,0.566,-0.0013
"TCGA_BRCA","GGI","weight",82,47,0.427,0.5686,-0.0039
"TCGA_BRCA","GGI","lowexpr",82,47,0.427,0.5726,-0.0079
"TCGA_BRCA","GGI","random",82,47,0.427,0.5649,-2e-04
"TCGA_BRCA","GGI","weight",82,48,0.415,0.5685,-0.0038
"TCGA_BRCA","GGI","lowexpr",82,48,0.415,0.5722,-0.0075
"TCGA_BRCA","GGI","random",82,48,0.415,0.5657,-0.001
"TCGA_BRCA","GGI","weight",82,49,0.402,0.5691,-0.0044
"TCGA_BRCA","GGI","lowexpr",82,49,0.402,0.5712,-0.0065
"TCGA_BRCA","GGI","random",82,49,0.402,0.5668,-0.0021
"TCGA_BRCA","GGI","weight",82,50,0.39,0.5698,-0.0051
"TCGA_BRCA","GGI","lowexpr",82,50,0.39,0.5707,-0.006
"TCGA_BRCA","GGI","random",82,50,0.39,0.5659,-0.0012
"TCGA_BRCA","GGI","weight",82,51,0.378,0.5696,-0.0049
"TCGA_BRCA","GGI","lowexpr",82,51,0.378,0.5698,-0.0051
"TCGA_BRCA","GGI","random",82,51,0.378,0.5648,-1e-04
"TCGA_BRCA","GGI","weight",82,52,0.366,0.57,-0.0054
"TCGA_BRCA","GGI","lowexpr",82,52,0.366,0.5715,-0.0068
"TCGA_BRCA","GGI","random",82,52,0.366,0.5644,3e-04
"TCGA_BRCA","GGI","weight",82,53,0.354,0.5708,-0.0061
"TCGA_BRCA","GGI","lowexpr",82,53,0.354,0.572,-0.0073
"TCGA_BRCA","GGI","random",82,53,0.354,0.5646,1e-04
"TCGA_BRCA","GGI","weight",82,54,0.341,0.5672,-0.0025
"TCGA_BRCA","GGI","lowexpr",82,54,0.341,0.5715,-0.0069
"TCGA_BRCA","GGI","random",82,54,0.341,0.5657,-0.0011
"TCGA_BRCA","GGI","weight",82,55,0.329,0.5658,-0.0012
"TCGA_BRCA","GGI","lowexpr",82,55,0.329,0.5715,-0.0068
"TCGA_BRCA","GGI","random",82,55,0.329,0.5663,-0.0016
"TCGA_BRCA","GGI","weight",82,56,0.317,0.5643,4e-04
"TCGA_BRCA","GGI","lowexpr",82,56,0.317,0.5717,-0.007
"TCGA_BRCA","GGI","random",82,56,0.317,0.5657,-0.001
"TCGA_BRCA","GGI","weight",82,57,0.305,0.564,7e-04
"TCGA_BRCA","GGI","lowexpr",82,57,0.305,0.5731,-0.0084
"TCGA_BRCA","GGI","random",82,57,0.305,0.5666,-0.0019
"TCGA_BRCA","GGI","weight",82,58,0.293,0.5648,-1e-04
"TCGA_BRCA","GGI","lowexpr",82,58,0.293,0.5729,-0.0082
"TCGA_BRCA","GGI","random",82,58,0.293,0.5648,-1e-04
"TCGA_BRCA","GGI","weight",82,59,0.28,0.5616,0.003
"TCGA_BRCA","GGI","lowexpr",82,59,0.28,0.5745,-0.0098
"TCGA_BRCA","GGI","random",82,59,0.28,0.5647,0
"TCGA_BRCA","GGI","weight",82,60,0.268,0.5628,0.0019
"TCGA_BRCA","GGI","lowexpr",82,60,0.268,0.5764,-0.0117
"TCGA_BRCA","GGI","random",82,60,0.268,0.5635,0.0012
"TCGA_BRCA","GGI","weight",82,61,0.256,0.5618,0.0029
"TCGA_BRCA","GGI","lowexpr",82,61,0.256,0.5781,-0.0134
"TCGA_BRCA","GGI","random",82,61,0.256,0.5657,-0.001
"TCGA_BRCA","GGI","weight",82,62,0.244,0.5646,0
"TCGA_BRCA","GGI","lowexpr",82,62,0.244,0.5796,-0.0149
"TCGA_BRCA","GGI","random",82,62,0.244,0.565,-3e-04
"TCGA_BRCA","GGI","weight",82,63,0.232,0.5673,-0.0026
"TCGA_BRCA","GGI","lowexpr",82,63,0.232,0.5807,-0.016
"TCGA_BRCA","GGI","random",82,63,0.232,0.5647,0
"TCGA_BRCA","GGI","weight",82,64,0.22,0.5656,-9e-04
"TCGA_BRCA","GGI","lowexpr",82,64,0.22,0.5812,-0.0166
"TCGA_BRCA","GGI","random",82,64,0.22,0.5655,-8e-04
"TCGA_BRCA","GGI","weight",82,65,0.207,0.5672,-0.0025
"TCGA_BRCA","GGI","lowexpr",82,65,0.207,0.5815,-0.0168
"TCGA_BRCA","GGI","random",82,65,0.207,0.5666,-0.0019
"TCGA_BRCA","GGI","weight",82,66,0.195,0.5652,-5e-04
"TCGA_BRCA","GGI","lowexpr",82,66,0.195,0.5799,-0.0152
"TCGA_BRCA","GGI","random",82,66,0.195,0.5651,-4e-04
"TCGA_BRCA","GGI","weight",82,67,0.183,0.5667,-0.002
"TCGA_BRCA","GGI","lowexpr",82,67,0.183,0.582,-0.0173
"TCGA_BRCA","GGI","random",82,67,0.183,0.5645,2e-04
"TCGA_BRCA","GGI","weight",82,68,0.171,0.5666,-0.002
"TCGA_BRCA","GGI","lowexpr",82,68,0.171,0.5865,-0.0218
"TCGA_BRCA","GGI","random",82,68,0.171,0.5657,-0.001
"TCGA_BRCA","GGI","weight",82,69,0.159,0.5634,0.0013
"TCGA_BRCA","GGI","lowexpr",82,69,0.159,0.5892,-0.0245
"TCGA_BRCA","GGI","random",82,69,0.159,0.5658,-0.0011
"TCGA_BRCA","GGI","weight",82,70,0.146,0.5579,0.0068
"TCGA_BRCA","GGI","lowexpr",82,70,0.146,0.5816,-0.0169
"TCGA_BRCA","GGI","random",82,70,0.146,0.5662,-0.0016
"TCGA_BRCA","GGI","weight",82,71,0.134,0.5599,0.0048
"TCGA_BRCA","GGI","lowexpr",82,71,0.134,0.5767,-0.012
"TCGA_BRCA","GGI","random",82,71,0.134,0.5653,-6e-04
"TCGA_BRCA","GGI","weight",82,72,0.122,0.5588,0.0059
"TCGA_BRCA","GGI","lowexpr",82,72,0.122,0.58,-0.0153
"TCGA_BRCA","GGI","random",82,72,0.122,0.5643,4e-04
"TCGA_BRCA","GGI","weight",82,73,0.11,0.5661,-0.0014
"TCGA_BRCA","GGI","lowexpr",82,73,0.11,0.5713,-0.0066
"TCGA_BRCA","GGI","random",82,73,0.11,0.5643,4e-04
"TCGA_BRCA","GGI","weight",82,74,0.098,0.5636,0.001
"TCGA_BRCA","GGI","lowexpr",82,74,0.098,0.5775,-0.0129
"TCGA_BRCA","GGI","random",82,74,0.098,0.5688,-0.0041
"TCGA_BRCA","GGI","weight",82,75,0.085,0.5683,-0.0036
"TCGA_BRCA","GGI","lowexpr",82,75,0.085,0.5779,-0.0132
"TCGA_BRCA","GGI","random",82,75,0.085,0.562,0.0027
"TCGA_BRCA","GGI","weight",82,76,0.073,0.5628,0.0019
"TCGA_BRCA","GGI","lowexpr",82,76,0.073,0.5747,-0.01
"TCGA_BRCA","GGI","random",82,76,0.073,0.5603,0.0044
"TCGA_BRCA","GGI","weight",82,77,0.061,0.5609,0.0038
"TCGA_BRCA","GGI","lowexpr",82,77,0.061,0.5736,-0.0089
"TCGA_BRCA","GGI","random",82,77,0.061,0.5604,0.0043
"TCGA_BRCA","GGI","weight",82,78,0.049,0.5599,0.0048
"TCGA_BRCA","GGI","lowexpr",82,78,0.049,0.5702,-0.0055
"TCGA_BRCA","GGI","random",82,78,0.049,0.5592,0.0055
"TCGA_BRCA","GGI","weight",82,79,0.037,0.5525,0.0122
"TCGA_BRCA","GGI","lowexpr",82,79,0.037,0.5484,0.0163
"TCGA_BRCA","GGI","random",82,79,0.037,0.5601,0.0046
"TCGA_BRCA","MammaPrint","full",36,0,1,0.584,0
"TCGA_BRCA","MammaPrint","weight",36,1,0.972,0.5876,-0.0036
"TCGA_BRCA","MammaPrint","lowexpr",36,1,0.972,0.5852,-0.0012
"TCGA_BRCA","MammaPrint","random",36,1,0.972,0.584,0
"TCGA_BRCA","MammaPrint","weight",36,2,0.944,0.5887,-0.0047
"TCGA_BRCA","MammaPrint","lowexpr",36,2,0.944,0.5859,-0.0019
"TCGA_BRCA","MammaPrint","random",36,2,0.944,0.583,0.001
"TCGA_BRCA","MammaPrint","weight",36,3,0.917,0.5898,-0.0058
"TCGA_BRCA","MammaPrint","lowexpr",36,3,0.917,0.5861,-0.0021
"TCGA_BRCA","MammaPrint","random",36,3,0.917,0.5838,2e-04
