"cohort","signature","gene","absolute_weight","c_full","c_without_gene","c_drop","crosses_002"
"SCANB","GGI","KPNA2",1,0.6097,0.61,-3e-04,FALSE
"SCANB","GGI","SLC7A5",1,0.6097,0.609,7e-04,FALSE
"SCANB","GGI","UBE2N",1,0.6097,0.6095,2e-04,FALSE
"SCANB","GGI","MYBL2",1,0.6097,0.6101,-4e-04,FALSE
"SCANB","GGI","BIRC5",1,0.6097,0.6097,0,FALSE
"SCANB","GGI","MCM2",1,0.6097,0.6096,1e-04,FALSE
"SCANB","GGI","PLK1",1,0.6097,0.6099,-2e-04,FALSE
"SCANB","GGI","FOXM1",1,0.6097,0.6097,0,FALSE
"SCANB","GGI","CCNB2",1,0.6097,0.6098,-1e-04,FALSE
"SCANB","GGI","UBE2S",1,0.6097,0.6096,1e-04,FALSE
"SCANB","GGI","CDC20",1,0.6097,0.61,-2e-04,FALSE
"SCANB","GGI","UBE2C",1,0.6097,0.6098,-1e-04,FALSE
"SCANB","GGI","RNASEH2A",1,0.6097,0.6097,1e-04,FALSE
"SCANB","GGI","TIMELESS",1,0.6097,0.61,-3e-04,FALSE
"SCANB","GGI","SPAG5",1,0.6097,0.6099,-2e-04,FALSE
"SCANB","GGI","LMNB1",1,0.6097,0.6101,-4e-04,FALSE
"SCANB","GGI","MAD2L1",1,0.6097,0.6096,1e-04,FALSE
"SCANB","GGI","CCNA2",1,0.6097,0.6097,0,FALSE
"SCANB","GGI","PTTG1",1,0.6097,0.6096,1e-04,FALSE
"SCANB","GGI","HMGB3",1,0.6097,0.6093,4e-04,FALSE
"SCANB","GGI","BUB1B",1,0.6097,0.6099,-2e-04,FALSE
"SCANB","GGI","ZWINT",1,0.6097,0.6101,-4e-04,FALSE
"SCANB","GGI","TRIP13",1,0.6097,0.6099,-2e-04,FALSE
"SCANB","GGI","AURKA",1,0.6097,0.61,-2e-04,FALSE
"SCANB","GGI","CDK2",1,0.6097,0.6101,-4e-04,FALSE
"SCANB","GGI","GTSE1",1,0.6097,0.6096,1e-04,FALSE
"SCANB","GGI","KIF11",1,0.6097,0.6099,-2e-04,FALSE
"SCANB","GGI","EXO1",1,0.6097,0.6096,1e-04,FALSE
"SCANB","GGI","TROAP",1,0.6097,0.6098,-1e-04,FALSE
"SCANB","GGI","CDC25A",1,0.6097,0.6097,0,FALSE
"SCANB","GGI","NUDT1",1,0.6097,0.6094,3e-04,FALSE
"SCANB","GGI","FEN1",1,0.6097,0.6098,-1e-04,FALSE
"SCANB","GGI","ESPL1",1,0.6097,0.6101,-4e-04,FALSE
"SCANB","GGI","TTK",1,0.6097,0.6096,1e-04,FALSE
"SCANB","GGI","MELK",1,0.6097,0.61,-3e-04,FALSE
"SCANB","GGI","CENPA",1,0.6097,0.6098,-1e-04,FALSE
"SCANB","GGI","CCNE2",1,0.6097,0.6096,1e-04,FALSE
"SCANB","GGI","CENPE",1,0.6097,0.6098,-1e-04,FALSE
"SCANB","GGI","BLM",1,0.6097,0.61,-3e-04,FALSE
"SCANB","GGI","KIF14",1,0.6097,0.6096,1e-04,FALSE
"SCANB","GGI","HMMR",1,0.6097,0.6097,0,FALSE
"SCANB","GGI","CENPF",1,0.6097,0.6099,-1e-04,FALSE
"SCANB","GGI","CCT5",1,0.6097,0.6096,1e-04,FALSE
"SCANB","GGI","KIF2C",1,0.6097,0.6099,-2e-04,FALSE
"SCANB","GGI","AURKB",1,0.6097,0.6097,0,FALSE
"SCANB","GGI","BUB1",1,0.6097,0.6098,-1e-04,FALSE
"SCANB","GGI","KIFC1",1,0.6097,0.6098,-1e-04,FALSE
"SCANB","GGI","CDKN3",1,0.6097,0.6096,1e-04,FALSE
"SCANB","GGI","RRM2",1,0.6097,0.6098,-1e-04,FALSE
"SCANB","GGI","TPX2",1,0.6097,0.61,-2e-04,FALSE
"SCANB","GGI","MKI67",1,0.6097,0.6098,-1e-04,FALSE
"SCANB","GGI","MCM4",1,0.6097,0.6096,1e-04,FALSE
"SCANB","GGI","NCAPH",1,0.6097,0.61,-3e-04,FALSE
"SCANB","GGI","OIP5",1,0.6097,0.6099,-2e-04,FALSE
"SCANB","GGI","SHMT2",1,0.6097,0.609,7e-04,FALSE
"SCANB","GGI","GMPS",1,0.6097,0.6091,6e-04,FALSE
"SCANB","GGI","CCNB1",1,0.6097,0.6098,-1e-04,FALSE
"SCANB","GGI","PRC1",1,0.6097,0.6098,-1e-04,FALSE
"SCANB","GGI","NUSAP1",1,0.6097,0.61,-3e-04,FALSE
"SCANB","GGI","KIF4A",1,0.6097,0.6099,-2e-04,FALSE
"SCANB","GGI","CEP55",1,0.6097,0.6098,-1e-04,FALSE
"SCANB","GGI","ORMDL2",1,0.6097,0.6099,-2e-04,FALSE
"SCANB","GGI","NCAPG",1,0.6097,0.6097,0,FALSE
"SCANB","GGI","KIF20A",1,0.6097,0.6097,0,FALSE
"SCANB","GGI","KIF15",1,0.6097,0.6101,-4e-04,FALSE
"SCANB","GGI","POLQ",1,0.6097,0.61,-3e-04,FALSE
"SCANB","GGI","CENPN",1,0.6097,0.6093,4e-04,FALSE
"SCANB","GGI","ASPM",1,0.6097,0.6098,-1e-04,FALSE
"SCANB","GGI","MCM10",1,0.6097,0.6096,1e-04,FALSE
"SCANB","GGI","CDCA3",1,0.6097,0.6099,-2e-04,FALSE
"SCANB","GGI","CDCA8",1,0.6097,0.61,-3e-04,FALSE
"SCANB","GGI","DONSON",1,0.6097,0.6098,-1e-04,FALSE
"SCANB","GGI","RACGAP1",1,0.6097,0.6098,-1e-04,FALSE
"SCANB","GGI","FRY",1,0.6097,0.6095,2e-04,FALSE
"SCANB","GGI","IFT88",1,0.6097,0.609,7e-04,FALSE
"SCANB","GGI","CX3CR1",1,0.6097,0.6097,0,FALSE
"SCANB","GGI","STARD13",1,0.6097,0.6092,5e-04,FALSE
"SCANB","GGI","LAMB2",1,0.6097,0.6096,1e-04,FALSE
"SCANB","GGI","TPT1",1,0.6097,0.6094,3e-04,FALSE
"SCANB","GGI","CYBRD1",1,0.6097,0.6102,-5e-04,FALSE
"SCANB","GGI","SESN1",1,0.6097,0.6092,5e-04,FALSE
"SCANB","GGI","BBS1",1,0.6097,0.609,7e-04,FALSE
"SCANB","GGI","PIGV",1,0.6097,0.6094,3e-04,FALSE
"SCANB","GGI","WDR19",1,0.6097,0.609,7e-04,FALSE
"SCANB","GGI","SIRT3",1,0.6097,0.6091,7e-04,FALSE
"SCANB","MammaPrint","ALDH4A1",0.420671,0.6238,0.6229,0.001,FALSE
"SCANB","MammaPrint","FGF18",0.410964,0.6238,0.6208,0.003,FALSE
"SCANB","MammaPrint","BBC3",0.407002,0.6238,0.6226,0.0012,FALSE
"SCANB","MammaPrint","SCUBE2",0.399987,0.6238,0.6223,0.0015,FALSE
"SCANB","MammaPrint","RUNDC1",0.3906,0.6238,0.6243,-5e-04,FALSE
"SCANB","MammaPrint","GSTM3",0.380831,0.6238,0.6211,0.0028,FALSE
"SCANB","MammaPrint","RTN4RL1",0.374289,0.6238,0.6232,6e-04,FALSE
"SCANB","MammaPrint","TGFB3",0.371524,0.6238,0.6212,0.0026,FALSE
"SCANB","MammaPrint","STK32B",0.368349,0.6238,0.6246,-8e-04,FALSE
"SCANB","MammaPrint","MS4A7",0.363953,0.6238,0.625,-0.0012,FALSE
"SCANB","MammaPrint","AP2B1",0.363326,0.6238,0.6243,-5e-04,FALSE
"SCANB","MammaPrint","CCNE2",0.356595,0.6238,0.6234,4e-04,FALSE
"SCANB","MammaPrint","CENPA",0.357716,0.6238,0.6241,-2e-04,FALSE
"SCANB","MammaPrint","PRC1",0.358259,0.6238,0.624,-2e-04,FALSE
"SCANB","MammaPrint","NMU",0.359698,0.6238,0.6244,-6e-04,FALSE
"SCANB","MammaPrint","IGFBP5",0.359944,0.6238,0.6241,-3e-04,FALSE
"SCANB","MammaPrint","PITRM1",0.360044,0.6238,0.624,-1e-04,FALSE
"SCANB","MammaPrint","MCM6",0.363852,0.6238,0.624,-2e-04,FALSE
"SCANB","MammaPrint","CDCA7",0.365347,0.6238,0.6246,-8e-04,FALSE
"SCANB","MammaPrint","RFC4",0.365585,0.6238,0.6241,-3e-04,FALSE
"SCANB","MammaPrint","SLC2A3",0.366486,0.6238,0.6221,0.0017,FALSE
"SCANB","MammaPrint","DCK",0.367698,0.6238,0.6246,-8e-04,FALSE
"SCANB","MammaPrint","DTL",0.369416,0.6238,0.6228,0.0011,FALSE
"SCANB","MammaPrint","COL4A2",0.370857,0.6238,0.6235,3e-04,FALSE
"SCANB","MammaPrint","MELK",0.370858,0.6238,0.6247,-9e-04,FALSE
"SCANB","MammaPrint","MTDH",0.373061,0.6238,0.6242,-3e-04,FALSE
"SCANB","MammaPrint","UCHL5",0.373876,0.6238,0.6241,-3e-04,FALSE
"SCANB","MammaPrint","RAB6B",0.376227,0.6238,0.6242,-3e-04,FALSE
"SCANB","MammaPrint","GPR180",0.379169,0.6238,0.6232,6e-04,FALSE
"SCANB","MammaPrint","CDC42BPA",0.384392,0.6238,0.6247,-9e-04,FALSE
"SCANB","MammaPrint","GMPS",0.386515,0.6238,0.6217,0.0021,FALSE
"SCANB","MammaPrint","ECT2",0.390367,0.6238,0.6242,-4e-04,FALSE
"SCANB","MammaPrint","MMP9",0.391694,0.6238,0.6234,4e-04,FALSE
"SCANB","MammaPrint","OXCT1",0.392119,0.6238,0.6257,-0.0019,FALSE
"SCANB","MammaPrint","GNAZ",0.395461,0.6238,0.6219,0.0019,FALSE
"SCANB","MammaPrint","EXT1",0.399515,0.6238,0.6243,-5e-04,FALSE
"SCANB","MammaPrint","DIAPH3",0.404979,0.6238,0.624,-2e-04,FALSE
"SCANB","MammaPrint","NUSAP1",0.424927,0.6238,0.6241,-3e-04,FALSE
"SCANB","MammaPrint","TSPYL5",0.527145,0.6238,0.6281,-0.0042,FALSE
"SCANB","CorePAM","EXO1",0.2174,0.6966,0.6853,0.0113,FALSE
"SCANB","CorePAM","NAT1",0.2052,0.6966,0.6958,8e-04,FALSE
"SCANB","CorePAM","BLVRA",0.1848,0.6966,0.69,0.0066,FALSE
"SCANB","CorePAM","ACTR3B",0.1405,0.6966,0.6883,0.0083,FALSE
"SCANB","CorePAM","MIA",0.1193,0.6966,0.6863,0.0103,FALSE
"SCANB","CorePAM","MYBL2",0.1183,0.6966,0.6876,0.009,FALSE
"SCANB","CorePAM","PTTG1",0.114,0.6966,0.6958,8e-04,FALSE
"SCANB","CorePAM","MDM2",0.1074,0.6966,0.6956,0.001,FALSE
"SCANB","CorePAM","SFRP1",0.0907,0.6966,0.6904,0.0062,FALSE
"SCANB","CorePAM","GPR160",0.0841,0.6966,0.6973,-7e-04,FALSE
"SCANB","CorePAM","FOXC1",0.0717,0.6966,0.6964,2e-04,FALSE
"SCANB","CorePAM","PHGDH",0.062,0.6966,0.6967,-1e-04,FALSE
"SCANB","CorePAM","MYC",0.0424,0.6966,0.6948,0.0018,FALSE
"SCANB","CorePAM","ESR1",0.0396,0.6966,0.6938,0.0028,FALSE
"SCANB","CorePAM","KRT5",0.0277,0.6966,0.6951,0.0015,FALSE
"SCANB","CorePAM","CXXC5",0.0266,0.6966,0.6954,0.0012,FALSE
"SCANB","CorePAM","PGR",0.0262,0.6966,0.697,-4e-04,FALSE
"SCANB","CorePAM","KRT17",0.0163,0.6966,0.6957,9e-04,FALSE
"SCANB","CorePAM","CENPF",0.015,0.6966,0.6971,-5e-04,FALSE
"SCANB","CorePAM","FGFR4",0.011,0.6966,0.6967,-1e-04,FALSE
"SCANB","CorePAM","BCL2",0.0105,0.6966,0.6967,-1e-04,FALSE
"SCANB","CorePAM","MLPH",0.0099,0.6966,0.6969,-3e-04,FALSE
"SCANB","CorePAM","ERBB2",0.0082,0.6966,0.6963,3e-04,FALSE
"SCANB","CorePAM","GRB7",0.0053,0.6966,0.6964,2e-04,FALSE
"SCANB","OncotypeDX","MKI67",0.208,0.5671,0.5577,0.0094,FALSE
"SCANB","OncotypeDX","AURKA",0.208,0.5671,0.5584,0.0087,FALSE
"SCANB","OncotypeDX","BIRC5",0.208,0.5671,0.5544,0.0127,FALSE
"SCANB","OncotypeDX","CCNB1",0.208,0.5671,0.5575,0.0096,FALSE
"SCANB","OncotypeDX","MYBL2",0.208,0.5671,0.5594,0.0077,FALSE
"SCANB","OncotypeDX","MMP11",0.05,0.5671,0.5681,-0.001,FALSE
"SCANB","OncotypeDX","GRB7",0.423,0.5671,0.5759,-0.0088,FALSE
"SCANB","OncotypeDX","ERBB2",0.047,0.5671,0.5694,-0.0023,FALSE
"SCANB","OncotypeDX","ESR1",0.068,0.5671,0.5717,-0.0046,FALSE
"SCANB","OncotypeDX","PGR",0.102,0.5671,0.5758,-0.0087,FALSE
"SCANB","OncotypeDX","BCL2",0.085,0.5671,0.5734,-0.0063,FALSE
"SCANB","OncotypeDX","SCUBE2",0.085,0.5671,0.5748,-0.0077,FALSE
"SCANB","OncotypeDX","GSTM1",0.08,0.5671,0.5655,0.0016,FALSE
"SCANB","OncotypeDX","CD68",0.05,0.5671,0.5646,0.0025,FALSE
"SCANB","OncotypeDX","BAG1",0.07,0.5671,0.564,0.0032,FALSE
"TCGA_BRCA","GGI","KPNA2",1,0.5647,0.5645,2e-04,FALSE
"TCGA_BRCA","GGI","SLC7A5",1,0.5647,0.5642,5e-04,FALSE
"TCGA_BRCA","GGI","UBE2N",1,0.5647,0.5645,2e-04,FALSE
"TCGA_BRCA","GGI","MYBL2",1,0.5647,0.565,-3e-04,FALSE
"TCGA_BRCA","GGI","BIRC5",1,0.5647,0.565,-3e-04,FALSE
"TCGA_BRCA","GGI","MCM2",1,0.5647,0.5652,-5e-04,FALSE
"TCGA_BRCA","GGI","PLK1",1,0.5647,0.5641,6e-04,FALSE
"TCGA_BRCA","GGI","FOXM1",1,0.5647,0.5649,-2e-04,FALSE
"TCGA_BRCA","GGI","CCNB2",1,0.5647,0.5648,-1e-04,FALSE
"TCGA_BRCA","GGI","UBE2S",1,0.5647,0.5645,2e-04,FALSE
"TCGA_BRCA","GGI","CDC20",1,0.5647,0.5648,-1e-04,FALSE
"TCGA_BRCA","GGI","UBE2C",1,0.5647,0.5646,0,FALSE
"TCGA_BRCA","GGI","TIMELESS",1,0.5647,0.5648,-2e-04,FALSE
"TCGA_BRCA","GGI","SPAG5",1,0.5647,0.5647,0,FALSE
"TCGA_BRCA","GGI","LMNB1",1,0.5647,0.5651,-5e-04,FALSE
"TCGA_BRCA","GGI","MAD2L1",1,0.5647,0.5647,0,FALSE
"TCGA_BRCA","GGI","CCNA2",1,0.5647,0.5649,-2e-04,FALSE
"TCGA_BRCA","GGI","PTTG1",1,0.5647,0.5645,2e-04,FALSE
"TCGA_BRCA","GGI","HMGB3",1,0.5647,0.5635,0.0012,FALSE
"TCGA_BRCA","GGI","BUB1B",1,0.5647,0.5647,0,FALSE
"TCGA_BRCA","GGI","ZWINT",1,0.5647,0.5647,0,FALSE
"TCGA_BRCA","GGI","TRIP13",1,0.5647,0.5649,-2e-04,FALSE
"TCGA_BRCA","GGI","AURKA",1,0.5647,0.565,-3e-04,FALSE
"TCGA_BRCA","GGI","CDK2",1,0.5647,0.5649,-2e-04,FALSE
"TCGA_BRCA","GGI","GTSE1",1,0.5647,0.5649,-2e-04,FALSE
"TCGA_BRCA","GGI","KIF11",1,0.5647,0.5652,-5e-04,FALSE
"TCGA_BRCA","GGI","EXO1",1,0.5647,0.5646,1e-04,FALSE
"TCGA_BRCA","GGI","TROAP",1,0.5647,0.5646,1e-04,FALSE
"TCGA_BRCA","GGI","CDC25A",1,0.5647,0.5651,-4e-04,FALSE
"TCGA_BRCA","GGI","NUDT1",1,0.5647,0.5642,5e-04,FALSE
"TCGA_BRCA","GGI","FEN1",1,0.5647,0.5654,-7e-04,FALSE
"TCGA_BRCA","GGI","ESPL1",1,0.5647,0.565,-3e-04,FALSE
"TCGA_BRCA","GGI","TTK",1,0.5647,0.5647,0,FALSE
"TCGA_BRCA","GGI","MELK",1,0.5647,0.5654,-7e-04,FALSE
"TCGA_BRCA","GGI","CENPA",1,0.5647,0.5648,-1e-04,FALSE
"TCGA_BRCA","GGI","CCNE2",1,0.5647,0.5648,-1e-04,FALSE
"TCGA_BRCA","GGI","CENPE",1,0.5647,0.5647,0,FALSE
"TCGA_BRCA","GGI","BLM",1,0.5647,0.5654,-7e-04,FALSE
"TCGA_BRCA","GGI","KIF14",1,0.5647,0.5648,-1e-04,FALSE
"TCGA_BRCA","GGI","HMMR",1,0.5647,0.5649,-2e-04,FALSE
"TCGA_BRCA","GGI","CENPF",1,0.5647,0.565,-3e-04,FALSE
"TCGA_BRCA","GGI","CCT5",1,0.5647,0.5641,6e-04,FALSE
"TCGA_BRCA","GGI","KIF2C",1,0.5647,0.5651,-4e-04,FALSE
"TCGA_BRCA","GGI","AURKB",1,0.5647,0.5647,0,FALSE
"TCGA_BRCA","GGI","BUB1",1,0.5647,0.5648,-1e-04,FALSE
"TCGA_BRCA","GGI","KIFC1",1,0.5647,0.5649,-2e-04,FALSE
"TCGA_BRCA","GGI","CDKN3",1,0.5647,0.565,-3e-04,FALSE
"TCGA_BRCA","GGI","RRM2",1,0.5647,0.5647,0,FALSE
"TCGA_BRCA","GGI","TPX2",1,0.5647,0.5649,-2e-04,FALSE
"TCGA_BRCA","GGI","MKI67",1,0.5647,0.5651,-4e-04,FALSE
"TCGA_BRCA","GGI","MCM4",1,0.5647,0.5645,2e-04,FALSE
"TCGA_BRCA","GGI","NCAPH",1,0.5647,0.565,-3e-04,FALSE
"TCGA_BRCA","GGI","OIP5",1,0.5647,0.5646,0,FALSE
"TCGA_BRCA","GGI","SHMT2",1,0.5647,0.5637,0.001,FALSE
"TCGA_BRCA","GGI","GMPS",1,0.5647,0.5646,1e-04,FALSE
"TCGA_BRCA","GGI","CCNB1",1,0.5647,0.5643,4e-04,FALSE
"TCGA_BRCA","GGI","KIF4A",1,0.5647,0.5647,0,FALSE
"TCGA_BRCA","GGI","CEP55",1,0.5647,0.5649,-2e-04,FALSE
"TCGA_BRCA","GGI","ORMDL2",1,0.5647,0.5638,9e-04,FALSE
"TCGA_BRCA","GGI","NCAPG",1,0.5647,0.5652,-5e-04,FALSE
"TCGA_BRCA","GGI","KIF20A",1,0.5647,0.5647,0,FALSE
"TCGA_BRCA","GGI","KIF15",1,0.5647,0.5655,-8e-04,FALSE
"TCGA_BRCA","GGI","POLQ",1,0.5647,0.5651,-4e-04,FALSE
"TCGA_BRCA","GGI","CENPN",1,0.5647,0.5648,-1e-04,FALSE
"TCGA_BRCA","GGI","ASPM",1,0.5647,0.5653,-6e-04,FALSE
"TCGA_BRCA","GGI","MCM10",1,0.5647,0.5648,-1e-04,FALSE
"TCGA_BRCA","GGI","CDCA3",1,0.5647,0.5645,2e-04,FALSE
"TCGA_BRCA","GGI","CDCA8",1,0.5647,0.5647,0,FALSE
"TCGA_BRCA","GGI","DONSON",1,0.5647,0.5644,3e-04,FALSE
"TCGA_BRCA","GGI","RACGAP1",1,0.5647,0.5647,0,FALSE
"TCGA_BRCA","GGI","FRY",1,0.5647,0.5647,0,FALSE
"TCGA_BRCA","GGI","IFT88",1,0.5647,0.5648,-2e-04,FALSE
"TCGA_BRCA","GGI","CX3CR1",1,0.5647,0.5651,-5e-04,FALSE
"TCGA_BRCA","GGI","STARD13",1,0.5647,0.5646,1e-04,FALSE
"TCGA_BRCA","GGI","LAMB2",1,0.5647,0.5648,-1e-04,FALSE
"TCGA_BRCA","GGI","TPT1",1,0.5647,0.5648,-1e-04,FALSE
"TCGA_BRCA","GGI","CYBRD1",1,0.5647,0.5648,-2e-04,FALSE
"TCGA_BRCA","GGI","SESN1",1,0.5647,0.5653,-6e-04,FALSE
"TCGA_BRCA","GGI","BBS1",1,0.5647,0.5644,3e-04,FALSE
"TCGA_BRCA","GGI","PIGV",1,0.5647,0.565,-3e-04,FALSE
"TCGA_BRCA","GGI","WDR19",1,0.5647,0.5645,2e-04,FALSE
"TCGA_BRCA","GGI","SIRT3",1,0.5647,0.5646,1e-04,FALSE
"TCGA_BRCA","MammaPrint","ALDH4A1",0.420671,0.584,0.5842,-2e-04,FALSE
"TCGA_BRCA","MammaPrint","FGF18",0.410964,0.584,0.5852,-0.0012,FALSE
"TCGA_BRCA","MammaPrint","BBC3",0.407002,0.584,0.5832,8e-04,FALSE
"TCGA_BRCA","MammaPrint","SCUBE2",0.399987,0.584,0.5799,0.0041,FALSE
"TCGA_BRCA","MammaPrint","RUNDC1",0.3906,0.584,0.5824,0.0017,FALSE
"TCGA_BRCA","MammaPrint","GSTM3",0.380831,0.584,0.5821,0.0019,FALSE
"TCGA_BRCA","MammaPrint","RTN4RL1",0.374289,0.584,0.5826,0.0014,FALSE
"TCGA_BRCA","MammaPrint","TGFB3",0.371524,0.584,0.5832,8e-04,FALSE
"TCGA_BRCA","MammaPrint","STK32B",0.368349,0.584,0.585,-0.001,FALSE
"TCGA_BRCA","MammaPrint","MS4A7",0.363953,0.584,0.583,0.001,FALSE
"TCGA_BRCA","MammaPrint","AP2B1",0.363326,0.584,0.5834,6e-04,FALSE
"TCGA_BRCA","MammaPrint","CCNE2",0.356595,0.584,0.5854,-0.0014,FALSE
"TCGA_BRCA","MammaPrint","CENPA",0.357716,0.584,0.5847,-7e-04,FALSE
"TCGA_BRCA","MammaPrint","IGFBP5",0.359944,0.584,0.5838,2e-04,FALSE
"TCGA_BRCA","MammaPrint","PITRM1",0.360044,0.584,0.5809,0.0031,FALSE
"TCGA_BRCA","MammaPrint","MCM6",0.363852,0.584,0.5861,-0.0021,FALSE
"TCGA_BRCA","MammaPrint","CDCA7",0.365347,0.584,0.5834,6e-04,FALSE
"TCGA_BRCA","MammaPrint","RFC4",0.365585,0.584,0.5835,5e-04,FALSE
"TCGA_BRCA","MammaPrint","SLC2A3",0.366486,0.584,0.5841,-1e-04,FALSE
"TCGA_BRCA","MammaPrint","DCK",0.367698,0.584,0.5867,-0.0027,FALSE
"TCGA_BRCA","MammaPrint","DTL",0.369416,0.584,0.5858,-0.0018,FALSE
"TCGA_BRCA","MammaPrint","COL4A2",0.370857,0.584,0.5818,0.0022,FALSE
"TCGA_BRCA","MammaPrint","MELK",0.370858,0.584,0.5858,-0.0018,FALSE
"TCGA_BRCA","MammaPrint","MTDH",0.373061,0.584,0.5825,0.0015,FALSE
"TCGA_BRCA","MammaPrint","UCHL5",0.373876,0.584,0.5831,9e-04,FALSE
"TCGA_BRCA","MammaPrint","RAB6B",0.376227,0.584,0.5809,0.0031,FALSE
"TCGA_BRCA","MammaPrint","GPR180",0.379169,0.584,0.5827,0.0013,FALSE
"TCGA_BRCA","MammaPrint","CDC42BPA",0.384392,0.584,0.5803,0.0037,FALSE
"TCGA_BRCA","MammaPrint","GMPS",0.386515,0.584,0.5833,7e-04,FALSE
"TCGA_BRCA","MammaPrint","ECT2",0.390367,0.584,0.5858,-0.0018,FALSE
"TCGA_BRCA","MammaPrint","MMP9",0.391694,0.584,0.5834,6e-04,FALSE
"TCGA_BRCA","MammaPrint","OXCT1",0.392119,0.584,0.5844,-4e-04,FALSE
"TCGA_BRCA","MammaPrint","GNAZ",0.395461,0.584,0.5847,-7e-04,FALSE
"TCGA_BRCA","MammaPrint","EXT1",0.399515,0.584,0.5811,0.0029,FALSE
"TCGA_BRCA","MammaPrint","DIAPH3",0.404979,0.584,0.585,-0.001,FALSE
"TCGA_BRCA","MammaPrint","TSPYL5",0.527145,0.584,0.5876,-0.0036,FALSE
"TCGA_BRCA","CorePAM","EXO1",0.2174,0.6238,0.6172,0.0066,FALSE
"TCGA_BRCA","CorePAM","NAT1",0.2052,0.6238,0.6238,0,FALSE
"TCGA_BRCA","CorePAM","BLVRA",0.1848,0.6238,0.6193,0.0044,FALSE
"TCGA_BRCA","CorePAM","ACTR3B",0.1405,0.6238,0.6175,0.0063,FALSE
"TCGA_BRCA","CorePAM","MYBL2",0.1183,0.6238,0.6181,0.0057,FALSE
"TCGA_BRCA","CorePAM","PTTG1",0.114,0.6238,0.6205,0.0033,FALSE
"TCGA_BRCA","CorePAM","MDM2",0.1074,0.6238,0.6211,0.0027,FALSE
"TCGA_BRCA","CorePAM","SFRP1",0.0907,0.6238,0.6144,0.0094,FALSE
"TCGA_BRCA","CorePAM","GPR160",0.0841,0.6238,0.6249,-0.0011,FALSE
"TCGA_BRCA","CorePAM","FOXC1",0.0717,0.6238,0.6246,-8e-04,FALSE
"TCGA_BRCA","CorePAM","PHGDH",0.062,0.6238,0.624,-2e-04,FALSE
"TCGA_BRCA","CorePAM","MYC",0.0424,0.6238,0.6175,0.0063,FALSE
"TCGA_BRCA","CorePAM","ESR1",0.0396,0.6238,0.6235,3e-04,FALSE
"TCGA_BRCA","CorePAM","KRT5",0.0277,0.6238,0.6218,0.0019,FALSE
"TCGA_BRCA","CorePAM","CXXC5",0.0266,0.6238,0.6228,0.001,FALSE
"TCGA_BRCA","CorePAM","PGR",0.0262,0.6238,0.6233,5e-04,FALSE
"TCGA_BRCA","CorePAM","KRT17",0.0163,0.6238,0.6228,9e-04,FALSE
"TCGA_BRCA","CorePAM","CENPF",0.015,0.6238,0.6249,-0.0012,FALSE
"TCGA_BRCA","CorePAM","FGFR4",0.011,0.6238,0.6235,2e-04,FALSE
"TCGA_BRCA","CorePAM","BCL2",0.0105,0.6238,0.623,7e-04,FALSE
"TCGA_BRCA","CorePAM","MLPH",0.0099,0.6238,0.6242,-4e-04,FALSE
"TCGA_BRCA","CorePAM","ERBB2",0.0082,0.6238,0.6245,-7e-04,FALSE
"TCGA_BRCA","CorePAM","GRB7",0.0053,0.6238,0.624,-2e-04,FALSE
"TCGA_BRCA","OncotypeDX","MKI67",0.208,0.5436,0.5442,-6e-04,FALSE
"TCGA_BRCA","OncotypeDX","AURKA",0.208,0.5436,0.5364,0.0073,FALSE
"TCGA_BRCA","OncotypeDX","BIRC5",0.208,0.5436,0.5435,2e-04,FALSE
